term_str,n,n_chars,p,i,max_pos,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster,tfidf_mean,df,idf,dfidf
158,3,3,6.867613023741338e-06,17.15175982067403,CD,1,{'CD'},0,158,158,158,0.08981878306987187,1,8.353146825498083,8.353146825498083
159,1,3,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,159,159,159,4.1765734127490415,1,8.353146825498083,8.353146825498083
159a,2,4,4.578408682494225e-06,17.736722321395185,VB,2,"{'NN', 'VB'}",0,159a,159a,159a,0.013562623684180672,2,7.353146825498083,14.706293650996166
159b,2,4,4.578408682494225e-06,17.736722321395185,JJ,2,"{'JJ', 'NNP'}",0,159b,159b,159b,0.013562623684180672,2,7.353146825498083,14.706293650996166
15d,6,3,1.3735226047482676e-05,16.15175982067403,CD,1,{'CD'},0,15d,15d,15d,0.005247500885037012,1,8.353146825498083,8.353146825498083
15s,1,3,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,15,15s,15s,0.000874583480839502,1,8.353146825498083,8.353146825498083
15th,13,4,2.9759656436212466e-05,15.036282603254092,CD,1,{'CD'},0,15th,15th,15th,0.04109037518980947,7,5.545791903440478,38.820543324083346
16,8,2,1.83136347299769e-05,15.736722321395185,CD,2,"{'CD', 'JJ'}",0,16,16,16,0.027310104306171302,3,6.768184324776926,20.30455297433078
160,1,3,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,160,160,160,0.029939594356623953,1,8.353146825498083,8.353146825498083
1600,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1600,1600,1600,0.000874583480839502,1,8.353146825498083,8.353146825498083
160000,2,6,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,160000,160000,160000,0.0018453875677671672,1,8.353146825498083,8.353146825498083
1601,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1601,1601,1601,0.000874583480839502,1,8.353146825498083,8.353146825498083
160a,2,4,4.578408682494225e-06,17.736722321395185,JJ,2,"{'JJ', 'NN'}",0,160a,160a,160a,0.013562623684180672,2,7.353146825498083,14.706293650996166
160b,2,4,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,160b,160b,160b,0.013562623684180672,2,7.353146825498083,14.706293650996166
161,2,3,4.578408682494225e-06,17.736722321395185,NN,2,"{'NNS', 'NN'}",0,161,161,161,0.013562623684180672,2,7.353146825498083,14.706293650996166
162,2,3,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,162,162,162,0.01908857221407926,2,7.353146825498083,14.706293650996166
16200,1,5,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,16200,16200,16200,0.000874583480839502,1,8.353146825498083,8.353146825498083
162a,2,4,4.578408682494225e-06,17.736722321395185,NN,1,{'NN'},0,162a,162a,162a,0.013562623684180672,2,7.353146825498083,14.706293650996166
162b,2,4,4.578408682494225e-06,17.736722321395185,NN,2,"{'NN', 'NNP'}",0,162b,162b,162b,0.013562623684180672,2,7.353146825498083,14.706293650996166
162c,2,4,4.578408682494225e-06,17.736722321395185,JJ,2,"{'JJ', 'NN'}",0,162c,162c,162c,0.013562623684180672,2,7.353146825498083,14.706293650996166
163a,2,4,4.578408682494225e-06,17.736722321395185,JJ,1,{'JJ'},0,163a,163a,163a,0.013562623684180672,2,7.353146825498083,14.706293650996166
163b,2,4,4.578408682494225e-06,17.736722321395185,NN,2,"{'NNS', 'NN'}",0,163b,163b,163b,0.013562623684180672,2,7.353146825498083,14.706293650996166
164,1,3,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,164,164,164,0.029939594356623953,1,8.353146825498083,8.353146825498083
165,2,3,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,165,165,165,0.013562623684180672,2,7.353146825498083,14.706293650996166
16500,1,5,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,16500,16500,16500,0.000874583480839502,1,8.353146825498083,8.353146825498083
1651,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1651,1651,1651,0.01513251236503276,1,8.353146825498083,8.353146825498083
165s,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,165,165s,165s,0.000874583480839502,1,8.353146825498083,8.353146825498083
167,2,3,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,167,167,167,0.059879188713247905,1,8.353146825498083,8.353146825498083
1675,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1675,1675,1675,0.01513251236503276,1,8.353146825498083,8.353146825498083
167a,2,4,4.578408682494225e-06,17.736722321395185,VB,2,"{'JJ', 'VB'}",0,167a,167a,167a,0.013562623684180672,2,7.353146825498083,14.706293650996166
167b,2,4,4.578408682494225e-06,17.736722321395185,JJ,2,"{'JJ', 'NNP'}",0,167b,167b,167b,0.013562623684180672,2,7.353146825498083,14.706293650996166
168,2,3,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,168,168,168,0.059879188713247905,1,8.353146825498083,8.353146825498083
1688,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1688,1688,1688,0.024212019784052415,1,8.353146825498083,8.353146825498083
1689,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1689,1689,1689,1.3921911375830138,1,8.353146825498083,8.353146825498083
168a,2,4,4.578408682494225e-06,17.736722321395185,JJ,2,"{'JJ', 'NN'}",0,168a,168a,168a,0.013562623684180672,2,7.353146825498083,14.706293650996166
168b,2,4,4.578408682494225e-06,17.736722321395185,JJ,2,"{'JJ', 'NN'}",0,168b,168b,168b,0.013562623684180672,2,7.353146825498083,14.706293650996166
168c,2,4,4.578408682494225e-06,17.736722321395185,JJ,2,"{'JJ', 'NN'}",0,168c,168c,168c,0.013562623684180672,2,7.353146825498083,14.706293650996166
169,3,3,6.867613023741338e-06,17.15175982067403,CD,3,"{'CD', 'JJ', 'NN'}",0,169,169,169,0.026740306167152148,2,7.353146825498083,14.706293650996166
1694,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1694,1694,1694,8.353146825498083,1,8.353146825498083,8.353146825498083
16th,6,4,1.3735226047482676e-05,16.15175982067403,CD,2,"{'CD', 'JJ'}",0,16th,16th,16th,0.02543471699550933,5,6.03121873061072,30.156093653053603
17,11,2,2.518124775371824e-05,15.277290702757888,CD,3,"{'CD', 'JJ', 'NN'}",0,17,17,17,0.04421860941438417,4,6.353146825498083,25.412587301992332
170,1,3,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,170,170,170,0.000874583480839502,1,8.353146825498083,8.353146825498083
17000,1,5,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,17000,17000,17000,0.000874583480839502,1,8.353146825498083,8.353146825498083
171,3,3,6.867613023741338e-06,17.15175982067403,CD,1,{'CD'},0,171,171,171,0.030894344487855347,2,7.353146825498083,14.706293650996166
172,2,3,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,172,172,172,0.013583799064518922,2,7.353146825498083,14.706293650996166
173,4,3,9.15681736498845e-06,16.736722321395185,CD,1,{'CD'},0,173,173,173,0.04407202697082682,2,7.353146825498083,14.706293650996166
1738,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1738,1738,1738,0.000874583480839502,1,8.353146825498083,8.353146825498083
174,4,3,9.15681736498845e-06,16.736722321395185,CD,3,"{'CD', 'NN', 'NNP'}",0,174,174,174,0.03991798865012362,2,7.353146825498083,14.706293650996166
1740,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1740,1740,1740,0.000874583480839502,1,8.353146825498083,8.353146825498083
1745,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1745,1745,1745,0.014181913116295557,1,8.353146825498083,8.353146825498083
175,5,3,1.1446021706235564e-05,16.414794226507823,CD,1,{'CD'},0,175,175,175,0.8100432843656427,4,6.353146825498083,25.412587301992332
175000,1,6,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,175000,175000,175000,0.000874583480839502,1,8.353146825498083,8.353146825498083
1753,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1753,1753,1753,0.000874583480839502,1,8.353146825498083,8.353146825498083
1754,2,4,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,1754,1754,1754,0.01110379003160078,2,7.353146825498083,14.706293650996166
1755,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1755,1755,1755,0.000874583480839502,1,8.353146825498083,8.353146825498083
17573,1,5,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,17573,17573,17573,0.000874583480839502,1,8.353146825498083,8.353146825498083
1759,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1759,1759,1759,0.000874583480839502,1,8.353146825498083,8.353146825498083
176,9,3,2.0602839071224014e-05,15.566797319952872,CD,4,"{'CD', 'JJ', 'NN', 'IN'}",0,176,176,176,0.8237078542852045,4,6.353146825498083,25.412587301992332
1760,3,4,6.867613023741338e-06,17.15175982067403,CD,1,{'CD'},0,1760,1760,1760,0.002623750442518506,1,8.353146825498083,8.353146825498083
1763,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1763,1763,1763,0.000874583480839502,1,8.353146825498083,8.353146825498083
1764,2,4,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,1764,1764,1764,0.001749166961679004,1,8.353146825498083,8.353146825498083
1767,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1767,1767,1767,0.000874583480839502,1,8.353146825498083,8.353146825498083
177,2,3,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,177,177,177,0.013562623684180672,2,7.353146825498083,14.706293650996166
1771,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1771,1771,1771,0.000874583480839502,1,8.353146825498083,8.353146825498083
1772,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1772,1772,1772,0.05568764550332056,1,8.353146825498083,8.353146825498083
1775,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1775,1775,1775,0.000874583480839502,1,8.353146825498083,8.353146825498083
1777,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1777,1777,1777,0.000874583480839502,1,8.353146825498083,8.353146825498083
1779,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1779,1779,1779,0.000874583480839502,1,8.353146825498083,8.353146825498083
178,2,3,4.578408682494225e-06,17.736722321395185,JJ,2,"{'JJ', 'NN'}",0,178,178,178,0.013562623684180672,2,7.353146825498083,14.706293650996166
1780,2,4,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,1780,1780,1780,0.001749166961679004,1,8.353146825498083,8.353146825498083
1781,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1781,1781,1781,0.008378281670509611,1,8.353146825498083,8.353146825498083
1782,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1782,1782,1782,0.000874583480839502,1,8.353146825498083,8.353146825498083
1785,2,4,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,1785,1785,1785,0.001749166961679004,1,8.353146825498083,8.353146825498083
1787,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1787,1787,1787,0.000874583480839502,1,8.353146825498083,8.353146825498083
1788,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1788,1788,1788,0.000874583480839502,1,8.353146825498083,8.353146825498083
1789,4,4,9.15681736498845e-06,16.736722321395185,CD,1,{'CD'},0,1789,1789,1789,0.013696615107524434,3,6.768184324776926,20.30455297433078
179,1,3,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,179,179,179,0.000874583480839502,1,8.353146825498083,8.353146825498083
1790,2,4,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,1790,1790,1790,0.001749166961679004,1,8.353146825498083,8.353146825498083
1793,2,4,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,1793,1793,1793,0.4599566177948394,2,7.353146825498083,14.706293650996166
1794,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1794,1794,1794,0.000874583480839502,1,8.353146825498083,8.353146825498083
1796,2,4,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,1796,1796,1796,0.0007910577827566445,2,7.353146825498083,14.706293650996166
1798,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1798,1798,1798,1.0441433531872604,1,8.353146825498083,8.353146825498083
179a,2,4,4.578408682494225e-06,17.736722321395185,JJ,2,"{'JJ', 'NN'}",0,179a,179a,179a,0.013562623684180672,2,7.353146825498083,14.706293650996166
179b,2,4,4.578408682494225e-06,17.736722321395185,JJ,2,"{'JJ', 'NN'}",0,179b,179b,179b,0.013562623684180672,2,7.353146825498083,14.706293650996166
17s,1,3,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,17,17s,17s,0.000874583480839502,1,8.353146825498083,8.353146825498083
17th,3,4,6.867613023741338e-06,17.15175982067403,CD,2,"{'CD', 'JJ'}",0,17th,17th,17th,0.016462479080860223,3,6.768184324776926,20.30455297433078
18,7,2,1.602443038872979e-05,15.92936739933758,CD,2,"{'CD', 'IN'}",0,18,18,18,0.015009483925415725,5,6.03121873061072,30.156093653053603
180,2,3,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,180,180,180,0.013398819288641471,2,7.353146825498083,14.706293650996166
1800,5,4,1.1446021706235564e-05,16.414794226507823,CD,1,{'CD'},0,1800,1800,1800,0.004372917404197509,1,8.353146825498083,8.353146825498083
18000,1,5,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,18000,18000,18000,0.000874583480839502,1,8.353146825498083,8.353146825498083
180000,1,6,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,180000,180000,180000,0.017012518992867785,1,8.353146825498083,8.353146825498083
180000000,1,9,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,180000000,180000000,180000000,0.000874583480839502,1,8.353146825498083,8.353146825498083
1801,4,4,9.15681736498845e-06,16.736722321395185,CD,1,{'CD'},0,1801,1801,1801,0.003498333923358008,1,8.353146825498083,8.353146825498083
1802,2,4,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,1802,1802,1802,0.001749166961679004,1,8.353146825498083,8.353146825498083
1803,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1803,1803,1803,0.000874583480839502,1,8.353146825498083,8.353146825498083
1804,2,4,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,1804,1804,1804,0.001749166961679004,1,8.353146825498083,8.353146825498083
1805,2,4,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,1805,1805,1805,0.001749166961679004,1,8.353146825498083,8.353146825498083
1806,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1806,1806,1806,0.011798229979517067,1,8.353146825498083,8.353146825498083
1807,4,4,9.15681736498845e-06,16.736722321395185,CD,1,{'CD'},0,1807,1807,1807,0.011745193317851435,3,6.768184324776926,20.30455297433078
1809,2,4,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,1809,1809,1809,0.020924457473550213,2,7.353146825498083,14.706293650996166
181,1,3,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,181,181,181,0.010312526945059361,1,8.353146825498083,8.353146825498083
1810,3,4,6.867613023741338e-06,17.15175982067403,CD,1,{'CD'},0,1810,1810,1810,0.016895204388159803,2,7.353146825498083,14.706293650996166
1811,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1811,1811,1811,0.000874583480839502,1,8.353146825498083,8.353146825498083
1812,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1812,1812,1812,0.000874583480839502,1,8.353146825498083,8.353146825498083
1813,2,4,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,1813,1813,1813,0.04539753709509828,1,8.353146825498083,8.353146825498083
1814,2,4,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,1814,1814,1814,0.011041675730916564,2,7.353146825498083,14.706293650996166
1815,13,4,2.9759656436212466e-05,15.036282603254092,CD,1,{'CD'},0,1815,1815,1815,0.09928280454060799,7,5.545791903440478,38.820543324083346
1816,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1816,1816,1816,0.000874583480839502,1,8.353146825498083,8.353146825498083
1817,7,4,1.602443038872979e-05,15.92936739933758,CD,1,{'CD'},0,1817,1817,1817,0.006122084365876514,1,8.353146825498083,8.353146825498083
1818,6,4,1.3735226047482676e-05,16.15175982067403,CD,1,{'CD'},0,1818,1818,1818,0.012581440535753352,2,7.353146825498083,14.706293650996166
1819,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1819,1819,1819,0.000874583480839502,1,8.353146825498083,8.353146825498083
181a,2,4,4.578408682494225e-06,17.736722321395185,JJ,2,"{'JJ', 'NN'}",0,181a,181a,181a,0.013562623684180672,2,7.353146825498083,14.706293650996166
181b,2,4,4.578408682494225e-06,17.736722321395185,JJ,2,"{'JJ', 'NN'}",0,181b,181b,181b,0.013562623684180672,2,7.353146825498083,14.706293650996166
182,3,3,6.867613023741338e-06,17.15175982067403,CD,1,{'CD'},0,182,182,182,0.03384329452347664,2,7.353146825498083,14.706293650996166
1820,8,4,1.83136347299769e-05,15.736722321395185,CD,1,{'CD'},0,1820,1820,1820,0.029386416434393527,4,6.353146825498083,25.412587301992332
1821,5,4,1.1446021706235564e-05,16.414794226507823,CD,1,{'CD'},0,1821,1821,1821,0.011981405383770431,3,6.768184324776926,20.30455297433078
1822,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1822,1822,1822,0.000874583480839502,1,8.353146825498083,8.353146825498083
1823,3,4,6.867613023741338e-06,17.15175982067403,CD,1,{'CD'},0,1823,1823,1823,0.01076057102401905,2,7.353146825498083,14.706293650996166
1824,3,4,6.867613023741338e-06,17.15175982067403,CD,1,{'CD'},0,1824,1824,1824,0.002623750442518506,1,8.353146825498083,8.353146825498083
1825,6,4,1.3735226047482676e-05,16.15175982067403,CD,1,{'CD'},0,1825,1825,1825,0.009263175891772614,2,7.353146825498083,14.706293650996166
1826,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1826,1826,1826,0.000874583480839502,1,8.353146825498083,8.353146825498083
1827,5,4,1.1446021706235564e-05,16.414794226507823,CD,1,{'CD'},0,1827,1827,1827,0.012196499334544156,2,7.353146825498083,14.706293650996166
1828,1,4,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,1828,1828,1828,0.0009226937838835836,1,8.353146825498083,8.353146825498083
1829,2,4,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,1829,1829,1829,0.001749166961679004,1,8.353146825498083,8.353146825498083
183,2,3,4.578408682494225e-06,17.736722321395185,CD,1,{'CD'},0,183,183,183,0.059879188713247905,1,8.353146825498083,8.353146825498083
1830,17,4,3.8916473801200915e-05,14.649259480144845,CD,1,{'CD'},0,1830,1830,1830,0.11998692377569438,7,5.545791903440478,38.820543324083346
183018107,1,9,2.2892043412471126e-06,18.736722321395185,CD,1,{'CD'},0,183018107,183018107,183018107,0.000874583480839502,1,8.353146825498083,8.353146825498083
1831,18,4,4.120567814244803e-05,14.566797319952872,CD,1,{'CD'},0,1831,1831,1831,0.01907347138749666,5,6.03121873061072,30.156093653053603
1832,4,4,9.15681736498845e-06,16.736722321395185,CD,1,{'CD'},0,1832,1832,1832,0.022948004044548127,3,6.768184324776926,20.30455297433078
1833,13,4,2.9759656436212466e-05,15.036282603254092,CD,1,{'CD'},0,1833,1833,1833,0.030589718179244118,2,7.353146825498083,14.706293650996166
1834,12,4,2.7470452094965352e-05,15.151759820674028,CD,1,{'CD'},0,1834,1834,1834,0.010495001770074024,1,8.353146825498083,8.353146825498083
1835,11,4,2.518124775371824e-05,15.277290702757888,CD,1,{'CD'},0,1835,1835,1835,0.14339892673475482,3,6.768184324776926,20.30455297433078
1836,9,4,2.0602839071224014e-05,15.566797319952872,CD,1,{'CD'},0,1836,1836,1836,0.05463543593793189,2,7.353146825498083,14.706293650996166
1837,10,4,2.2892043412471128e-05,15.414794226507823,CD,1,{'CD'},0,1837,1837,1837,0.01664215329385425,2,7.353146825498083,14.706293650996166
1838,9,4,2.0602839071224014e-05,15.566797319952872,CD,1,{'CD'},0,1838,1838,1838,0.014867138554825509,3,6.768184324776926,20.30455297433078
1839,13,4,2.9759656436212466e-05,15.036282603254092,CD,1,{'CD'},0,1839,1839,1839,0.01779697689748184,2,7.353146825498083,14.706293650996166
184,3,3,6.867613023741338e-06,17.15175982067403,IN,3,"{'CD', 'NN', 'IN'}",0,184,184,184,0.5723378141901335,3,6.768184324776926,20.30455297433078
1840,27,4,6.180851721367204e-05,13.981834819231716,CD,1,{'CD'},0,1840,1840,1840,0.23118156838441736,9,5.18322182405577,46.64899641650193
1841,10,4,2.2892043412471128e-05,15.414794226507823,CD,1,{'CD'},0,1841,1841,1841,0.042227635857378806,2,7.353146825498083,14.706293650996166
1842,27,4,6.180851721367204e-05,13.981834819231716,CD,1,{'CD'},0,1842,1842,1842,0.02528528888404421,5,6.03121873061072,30.156093653053603
1843,39,4,8.927896930863739e-05,13.451320102532936,CD,1,{'CD'},0,1843,1843,1843,0.04921723746428367,4,6.353146825498083,25.412587301992332
